ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,ScoredBy,Source,Status,Studios,Title,Type
6566,"Jul 30, 2008 to Aug 11, 2008",3 min.,1,"Comedy, Sci-Fi",5853,3427,PG-13 - Teens 13 or older,7.01,1246,Unknown,Finished Airing,"None found, add some",It&#039;s a Rumic World: 50th Anniversary Weekly\xe2\x98\x85Shonen Sunday,Special
6567,23-Dec-08,25 min.,1,"Action, Sci-Fi, Comedy, Romance, School",6022,2655,PG-13 - Teens 13 or older,7.22,822,Manga,Finished Airing,Sunrise,Urusei Yatsura: The Shougaibutsu Suieitaikai,Special
6568,21-May-09,22 min.,1,School,9808,8782,G - All Ages,4.87,47,Unknown,Finished Airing,"None found, add some",Bokura no Saibanin Monogatari (Our Jury Story),ONA
6571,"Aug 1, 1999 to Oct 1, 1999",5 min. per ep.,12,"Comedy, Romance, Slice of Life",8793,6758,PG-13 - Teens 13 or older,6.06,57,Manga,Finished Airing,Gainax,Koume-chan ga Iku! (Here Comes Koume!),TV
6572,"Oct 23, 2009 to Sep 29, 2010",28 min. per ep.,4,"Action, Drama, Fantasy, Romance, School, Supernatural",1153,1688,PG-13 - Teens 13 or older,7.47,29042,Light novel,Finished Airing,J.C.Staff,Shakugan no Shana S (Shakugan no Shana S: OVA Series),OVA
6573,"Oct 9, 2009 to Dec 25, 2009",24 min. per ep.,12,"Action, Sci-Fi, Mystery, Super Power",211,1291,R - 17+ (violence & profanity),7.6,146571,Original,Finished Airing,Bones,Darker than Black: Ryuusei no Gemini,TV
6574,"Jan 11, 2010 to Mar 29, 2010",24 min. per ep.,12,"Slice of Life, Comedy, Seinen",1428,1844,PG-13 - Teens 13 or older,7.43,20430,Manga,Finished Airing,Gainax,Hanamaru Youchien (Hanamaru Kindergarten),TV
6577,"Feb 5, 1988 to Apr 26, 1989",30 min. per ep.,3,"Action, Martial Arts, Mecha, Super Power",9439,6086,PG-13 - Teens 13 or older,6.3,53,Unknown,Finished Airing,"None found, add some","Machine Robo: Leina, The Legend of Wolf Blade",OVA
6579,25-Nov-02,22 min.,1,"Action, Game, Drama",9709,5218,PG-13 - Teens 13 or older,6.54,78,Original,Finished Airing,"None found, add some",Chikyuu Bouei Kazoku Special,Special
6581,6-Jan-10,23 min.,1,"Action, Historical, Martial Arts, Samurai",3246,2336,PG-13 - Teens 13 or older,7.3,4725,Game,Finished Airing,Production I.G,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,Special
6582,"Oct 3, 2009 to Mar 27, 2010",13 min. per ep.,26,"Comedy, Parody, Seinen, Super Power",4361,468,PG-13 - Teens 13 or older,8.06,2296,Manga,Finished Airing,AIC A.S.T.A.,Tentai Senshi Sunred 2nd Season,TV
6583,"May 17, 1992 to Apr 4, 1993",24 min. per ep.,44,"Adventure, Fantasy, Comedy, Demons, Sci-Fi",10195,11079,G - All Ages,6.58,43,Unknown,Finished Airing,Toei Animation,Super Bikkuriman,TV
6586,"Oct 4, 2009 to Sep 26, 2010",24 min. per ep.,50,"Kids, School, Shoujo",1504,481,G - All Ages,8.05,19213,Manga,Finished Airing,"Studio Pierrot,       Studio Hibari",Yume-iro P\xc3\xa2tissi\xc3\xa8re,TV
6587,3-Apr-09,23 min.,1,"Action, Martial Arts, Super Power",4461,4523,R - 17+ (violence & profanity),6.72,1743,Unknown,Finished Airing,Sunrise,Kurokami: Intermission,Special
6590,"Jun 20, 2009 to Aug 26, 2010",30 min. per ep.,4,"Demons, Fantasy, Hentai, Martial Arts",4048,/A,Rx - Hentai,7.12,2359,Visual novel,Finished Airing,"None found, add some",Makai Kishi Ingrid,OVA
6591,2007,2 min.,1,"Historical, Romance",3172,691,G - All Ages,7.9,4415,Manga,Finished Airing,"None found, add some",Rurouni Kenshin DVD-BOX Special Ending,Special
6593,5-Jul-97,1 hr. 38 min.,1,"Adventure, Fantasy, Kids",10588,9068,G - All Ages,6.07,30,Unknown,Finished Airing,"None found, add some",Elmer no Bouken: My Father&#039;s Dragon,OVA
6594,"Jan 26, 2010 to Dec 11, 2010",50 min. per ep.,12,"Action, Adventure, Historical, Martial Arts, Romance",224,118,R - 17+ (violence & profanity),8.47,100785,Light novel,Finished Airing,White Fox,Katanagatari,TV
6604,"Jul 5, 2009 to Jun 13, 2010",2 min. per ep.,50,"Slice of Life, Comedy",5408,1268,G - All Ages,7.61,465,Manga,Finished Airing,"Studio Deen,       DAX Production",Kuruneko,TV
6607,28-Apr-09,3 min.,1,"Adventure, Fantasy",5574,7212,G - All Ages,5.83,1619,Unknown,Finished Airing,"None found, add some",Superflat First Love,Special
6609,"Sep 8, 2006 to May 11, 2007",23 min. per ep.,26,"Comedy, Parody, Romance",4314,4865,G - All Ages,6.64,2759,Unknown,Finished Airing,"None found, add some",Pucca (2006),TV
6610,9-Oct-09,1 hr. 50 min.,1,"Action, Thriller, Mystery, Sci-Fi",1444,2667,R+ - Mild Nudity,7.21,21840,Manga,Finished Airing,Sunrise,Ibara no Ou (King of Thorn),Movie
6616,31-May-09,30 min.,1,"Action, Romance, Samurai, Sci-Fi",6531,6481,G - All Ages,6.18,737,Original,Finished Airing,"None found, add some",Watashi no Coffee Samurai: Jihanki-teki na Kareshi (Coffee Samurai),Special
6622,25-Jun-02,30 min.,1,Hentai,7428,/A,Rx - Hentai,5.27,303,Unknown,Finished Airing,"None found, add some",Gakuen Maria: Bakunyuu Teachers,OVA
6624,14-Mar-09,1 hr. 1 min.,1,"Action, Mystery, Romance, Super Power, Thriller",1952,1011,R - 17+ (violence & profanity),7.73,11136,Light novel,Finished Airing,ufotable,Kara no Kyoukai Remix: Gate of Seventh Heaven,Movie
6625,"Jul 7, 2001 to Sep 28, 2002",25 min. per ep.,61,"Comedy, Slice of Life",8852,5122,G - All Ages,6.57,69,4-koma manga,Finished Airing,Toei Animation,Nono-chan,TV
6628,21-Apr-07,3 min.,1,Comedy,5225,6004,G - All Ages,6.32,1437,Unknown,Finished Airing,"None found, add some",Dengeki Bunko 2007 Movie Festival Special,Special
6629,"Jan 25, 1982 to Feb 28, 1983",24 min. per ep.,54,"Slice of Life, Comedy, Shoujo",9385,5256,G - All Ages,6.53,72,Manga,Finished Airing,Toei Animation,Asari-chan,TV
6630,13-Mar-82,24 min.,1,"Adventure, Shoujo, Slice of Life",10153,8696,None,6.33,30,Unknown,Finished Airing,Toei Animation,Asari-chan: Ai no Marchen Shoujo,Movie
6633,"Sep 24, 2009 to Dec 10, 2009",24 min. per ep.,12,"Action, Adventure, Ecchi, Fantasy",1697,4530,R+ - Mild Nudity,6.72,14765,Other,Finished Airing,Arms,Queen&#039;s Blade: Gyokuza wo Tsugu Mono,TV
6634,"Jul 11, 2010 to Sep 26, 2010",24 min. per ep.,12,"Action, Historical, Martial Arts, Samurai, Super Power",1380,1054,PG-13 - Teens 13 or older,7.71,22269,Game,Finished Airing,Production I.G,Sengoku Basara Two (Sengoku Basara: Samurai Kings 2),TV
6635,"Aug 28, 2009 to Sep 23, 2011",30 min. per ep.,2,Hentai,4656,/A,Rx - Hentai,6.18,1509,Visual novel,Finished Airing,Schoolzone,Ayatsuri Haramase DreamNote,OVA
6636,"Feb 3, 1984 to Apr 29, 1984",25 min. per ep.,22,"Action, Mecha, Military, Police",8833,8908,PG-13 - Teens 13 or older,6.27,49,Unknown,Finished Airing,Artmic,Chou Kousoku Galvion (Super High Speed Galvion),TV
6637,13-Mar-10,1 hr. 32 min.,1,"Action, Comedy, Drama, Mystery, Romance, Thriller",736,945,PG-13 - Teens 13 or older,7.76,53823,Original,Finished Airing,Production I.G,Higashi no Eden Movie II: Paradise Lost,Movie
6641,10-Sep-09,1 min.,1,"Comedy, Music",6012,6918,G - All Ages,5.99,959,4-koma manga,Finished Airing,A-1 Pictures,Tonari no 801-chan R,OVA
6645,"Jan 4, 2010 to Mar 22, 2010",24 min. per ep.,12,"Comedy, Ecchi, School",1662,6002,PG-13 - Teens 13 or older,6.32,15787,Manga,Finished Airing,Zexcs,Chuu Bra!! (Chu-Bra),TV
6653,15-Mar-80,15 min.,1,"Drama, Sci-Fi, Space",6984,4312,G - All Ages,6.77,472,Manga,Finished Airing,Toei Animation,Ginga Tetsudou 999: Glass no Clair,Movie
6654,30-Jun-17,4 min.,1,"Comedy, Samurai",6025,7331,G - All Ages,5.76,1182,Original,Finished Airing,"None found, add some",Namakura Gatana (The Dull Sword),Movie
6657,"May 25, 2006 to Sep 22, 2006",8 min. per ep.,3,"Comedy, Slice of Life",5195,5000,PG-13 - Teens 13 or older,6.6,1257,Manga,Finished Airing,Arms,Joshikousei: Girl&#039;s High Specials (High School Girls Specials),Special
6658,"Mar 18, 2009 to Jul 20, 2009",2 min. per ep.,13,"Comedy, Magic",9094,11340,PG - Children,3.13,45,Original,Finished Airing,Kachidoki Studio,Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,TV
6666,14-Dec-05,4 min.,1,Music,5883,4487,G - All Ages,6.73,1364,Unknown,Finished Airing,Studio 4°C,Passion,Mu
6667,2007,5 min.,1,Music,7454,7403,PG-13 - Teens 13 or older,5.71,581,Unknown,Finished Airing,Studio 4°C,Love to Live By,Mu
6670,22-Aug-09,1 hr. 52 min.,1,Music,7697,4240,PG-13 - Teens 13 or older,6.78,164,Book,Finished Airing,WAO World,8-gatsu no Symphony: Shibuya 2002-2003 (Symphony in August),Movie
6671,21-Jul-79,1 hr. 6 min.,1,"Adventure, Sci-Fi",10330,8815,PG - Children,5,46,Unknown,Finished Airing,"None found, add some",Byeolnala Samchongsa,Movie
6672,"Mar 4, 1984 to Feb 3, 1985",24 min. per ep.,45,"Action, Mecha, Sci-Fi",8918,4826,PG-13 - Teens 13 or older,6.65,82,Unknown,Finished Airing,Toei Animation,Video Senshi Lezarion (Video Warrior Laserion),TV
6674,"Oct 3, 1991 to Nov 8, 1991",22 min. per ep.,52,"Mystery, Comedy",9022,5611,PG-13 - Teens 13 or older,6.44,102,Original,Finished Airing,TMS Entertainment,Reporter Blues,TV
6675,14-Aug-09,1 hr. 42 min.,1,"Action, Sci-Fi, Cars, Sports",505,202,R+ - Mild Nudity,8.33,73538,Original,Finished Airing,Madhouse,Redline,Movie
6676,"Oct 1, 2009 to Dec 24, 2009",24 min. per ep.,13,"Action, Supernatural, Mecha",1369,1794,PG-13 - Teens 13 or older,7.44,24870,Light novel,Finished Airing,Seven Arcs,Asura Cryin&#039; 2,TV
6680,1976,18 min.,1,"Supernatural, Historical",7782,6489,PG-13 - Teens 13 or older,6.17,352,Original,Finished Airing,"None found, add some",Doujouji (Dojoji Temple),Movie
6682,"Oct 7, 2009 to Dec 23, 2009",25 min. per ep.,12,"Action, Ecchi, Super Power, Supernatural",421,5556,R - 17+ (violence & profanity),6.45,79689,Visual novel,Finished Airing,Doga Kobo,11eyes,TV
6684,2-Jun-09,4 min.,1,Comedy,8753,7389,G - All Ages,5.72,172,Original,Finished Airing,Toei Animation,Marie &amp; Gali Special,Special
6685,"Jun 25, 2009 to May 21, 2010",30 min. per ep.,3,Hentai,5789,/A,Rx - Hentai,6.45,768,Visual novel,Finished Airing,"None found, add some",Mesu Kyoushi: Injoku no Kyoushitsu,OVA
6686,"Jun 26, 2009 to Jul 31, 2009",30 min. per ep.,2,Hentai,5328,/A,Rx - Hentai,6.7,1035,Manga,Finished Airing,Suzuki Mirano,Chinetsu Karte: The Devilish Cherry,OVA
6687,"Jun 12, 2009 to Aug 7, 2009",40 min. per ep.,3,Comedy,9923,8896,PG-13 - Teens 13 or older,6.44,18,Unknown,Finished Airing,"None found, add some",Chinyuuki: Tarou to Yukai na Nakama-tachi,OVA
6688,9-May-09,1 hr. 30 min.,1,"Historical, Slice of Life",8812,6393,G - All Ages,6.2,119,Unknown,Finished Airing,"None found, add some",Batain Lai!! Minami no Shima no Mizu Monogatari,Movie
6689,"Jul 10, 2009 to Oct 9, 2009",30 min. per ep.,2,Hentai,5850,/A,Rx - Hentai,6.19,899,Visual novel,Finished Airing,"None found, add some",Hitozuma Koukan Nikki (Wife-Swap Diaries),OVA
6690,"Jul 25, 2009 to Oct 21, 2011",25 min. per ep.,5,Hentai,4840,/A,Rx - Hentai,6.89,1420,Original,Finished Airing,"None found, add some","Anata dake Konbanwa (Tonight, Only Just For You)",OVA
6691,31-Jul-09,30 min.,1,Hentai,5981,/A,Rx - Hentai,6.11,837,Visual novel,Finished Airing,"None found, add some",Elf no Futagohime: Willan to Arsura,OVA
6692,"Aug 14, 2009 to Nov 13, 2009",30 min. per ep.,2,Hentai,5108,/A,Rx - Hentai,6.82,1467,Visual novel,Finished Airing,"None found, add some",Mama Puri!? (Like A Mom),OVA
6693,22-Aug-09,1 hr. 34 min.,1,"Comedy, Kids",8596,5814,G - All Ages,6.38,123,Unknown,Finished Airing,Tatsunoko Production,Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,Movie
6694,"Aug 28, 2009 to Jan 29, 2010",30 min. per ep.,2,Hentai,4720,/A,Rx - Hentai,6.14,1672,Visual novel,Finished Airing,PoRO,Triangle Blue,OVA
6695,6-Aug-04,1 hr. 20 min.,1,"Adventure, Comedy, Fantasy",8506,6217,PG - Children,6.26,235,Unknown,Finished Airing,"None found, add some",Mangchi (Hammerboy),Movie
6701,"Oct 4, 1974 to Mar 28, 1975",23 min. per ep.,26,"Kids, Adventure, Fantasy, Magic",10117,9589,PG - Children,5.98,49,Unknown,Finished Airing,Eiken,Jim Button,TV
6702,"Oct 12, 2009 to Mar 30, 2013",24 min. per ep.,175,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",18,337,PG-13 - Teens 13 or older,8.17,348174,Manga,Finished Airing,"Satelight,       A-1 Pictures",Fairy Tail,TV
6704,"Jun 25, 2009 to Nov 25, 2009",3 min. per ep.,6,"Action, Adventure, Ecchi, Fantasy",3236,6691,R+ - Mild Nudity,6.09,4576,Other,Finished Airing,Arms,Queen&#039;s Blade: Rurou no Senshi Specials,Special
6705,"Jun 25, 2009 to Nov 25, 2009",3 min. per ep.,6,Comedy,4238,5246,PG-13 - Teens 13 or older,6.54,2025,Unknown,Finished Airing,Silver Link.,Tayutayu: Pure My Heart,Special
6707,"Jul 2, 2010 to Sep 17, 2010",24 min. per ep.,12,"Action, Comedy, Demons, Supernatural, Fantasy, Shounen",179,1514,R - 17+ (violence & profanity),7.52,151662,Manga,Finished Airing,A-1 Pictures,Kuroshitsuji II (Black Butler II),TV
6709,1-Apr-02,4 min.,1,"Comedy, Harem, Romance, Slice of Life",3690,3762,PG-13 - Teens 13 or older,6.9,3415,Manga,Finished Airing,J.C.Staff,Ai Yori Aoshi: Yumegatari,Special
6712,"Oct 5, 2009 to Dec 28, 2009",24 min. per ep.,13,"Comedy, Romance, Supernatural",2899,1855,PG-13 - Teens 13 or older,7.43,5472,Manga,Finished Airing,Shaft,Natsu no Arashi! Akinaichuu (Summer Storm! Open for Business),TV
6713,"Nov 7, 1990 to Nov 21, 1990",25 min. per ep.,2,"Comedy, Music",4733,2122,PG-13 - Teens 13 or older,7.36,1511,Unknown,Finished Airing,"None found, add some",Ranma \xc2\xbd: Nettou Uta Gassen (Ranma 1/2: Hot Song Contest),OVA
6714,1992,30 min.,1,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",3107,4431,G - All Ages,6.74,5148,Manga,Finished Airing,Toei Animation,Dragon Ball Z: Atsumare! Gokuu World,OVA
6718,"Nov 21, 1994 to Aug 25, 1996",57 min. per ep.,3,"Action, Military, Sci-Fi, Adventure",7709,6859,PG-13 - Teens 13 or older,6.02,212,Original,Finished Airing,Studio Take Off,Yamato 2520,OVA
6721,"Dec 19, 2006 to May 13, 2008",6 min. per ep.,6,Action,6214,7003,PG - Children,5.94,874,Unknown,Finished Airing,Fanworks,Dark Side Cat,ONA
6726,"Jun 28, 2009 to Oct 18, 2009",24 min. per ep.,3,"Drama, Romance, Shoujo",5363,3621,PG-13 - Teens 13 or older,6.95,956,Manga,Finished Airing,Studio Pierrot,Hanasakeru Seishounen Recaps,Special
6727,"Apr 4, 1981 to Oct 10, 1981",25 min. per ep.,28,"Comedy, Sci-Fi",10678,10099,G - All Ages,6.64,25,Unknown,Finished Airing,"None found, add some",Mechakko Dotakon (Mechanical Boy Dotakon),TV
6728,5-May-81,1 hr. 12 min.,1,Drama,9274,4515,G - All Ages,6.72,106,Unknown,Finished Airing,"None found, add some",Helen Keller Monogatari: Ai to Hikari no Tenshi,Movie
6730,"Jun 5, 1982 to Apr 2, 1983",23 min. per ep.,42,Kids,10717,11244,G - All Ages,6.95,37,Unknown,Finished Airing,"None found, add some",Tonde Mon Pe,TV
6731,"Apr 16, 1986 to Nov 19, 1986",7 min. per ep.,26,"Comedy, Kids, Super Power",9592,5883,PG - Children,6.36,75,Other,Finished Airing,"None found, add some",Ultraman Kids no Kotowaza Monogatari,TV
6733,11-Oct-79,1 hr. 33 min.,1,"Space, Drama, Sci-Fi",7667,4125,G - All Ages,6.81,258,Manga,Finished Airing,Toei Animation,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,Special
6734,3-Apr-80,48 min.,1,"Sci-Fi, Space",7621,3341,PG-13 - Teens 13 or older,7.03,255,Manga,Finished Airing,"None found, add some",Ginga Tetsudou 999: Eien no Tabibito Emeraldas,Special
6735,2-Oct-80,1 hr. 33 min.,1,"Sci-Fi, Space",7765,3856,G - All Ages,6.88,225,Manga,Finished Airing,"None found, add some",Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,Special
6736,22-May-09,16 min.,1,"Mystery, Seinen, Supernatural, Thriller",4321,4357,R - 17+ (violence & profanity),6.76,2573,Novel,Finished Airing,Madhouse,Mouryou no Hako Special,Special
6741,23-Feb-06,5 min.,1,"Action, Comedy, Demons, Magic, Fantasy",4914,3864,PG-13 - Teens 13 or older,6.88,1500,Game,Finished Airing,"None found, add some",Makai Senki Disgaea: Welcome to Netherworld,Special
6743,"Jun 24, 2009 to Jun 23, 2010",18 min. per ep.,3,"Comedy, Fantasy",4899,5367,PG-13 - Teens 13 or older,6.51,1294,Unknown,Finished Airing,"None found, add some",Utawarerumono OVA Picture Drama,Special
6746,"Jan 8, 2010 to Jun 25, 2010",24 min. per ep.,24,"Action, Mystery, Supernatural",25,195,R - 17+ (violence & profanity),8.34,326357,Light novel,Finished Airing,Brain's Base,Durarara!!,TV
6747,"Jan 7, 2010 to Apr 1, 2010",24 min. per ep.,12,"Action, Supernatural, Vampire",478,2723,R+ - Mild Nudity,7.19,67034,Manga,Finished Airing,Shaft,Dance in the Vampire Bund,TV
6748,29-Jun-09,23 min.,1,"Comedy, Magic",4283,4627,PG-13 - Teens 13 or older,6.7,2811,Light novel,Finished Airing,Nomad,Yokuwakaru Gendaimahou 00,Special
6749,21-Dec-03,11 min.,1,"Action, Music",4715,3194,PG-13 - Teens 13 or older,7.07,1813,Unknown,Finished Airing,"None found, add some",Prince of Tennis: The Band of Princes Film Kick the Future,Mu
6758,"Oct 2, 2009 to Apr 2, 2010",24 min. per ep.,27,"Action, Fantasy, Seinen, Super Power",1557,2162,R - 17+ (violence & profanity),7.35,11209,Light novel,Finished Airing,David Production,Tatakau Shisho: The Book of Bantorra,TV
6759,24-Dec-88,8 min.,1,"Comedy, Slice of Life",10888,8956,G - All Ages,5.77,26,Unknown,Finished Airing,"None found, add some",Cynical Hysterie Hour: Trip Coaster,Movie
6760,4-Feb-89,8 min.,1,Comedy,11061,8955,G - All Ages,5.39,23,Unknown,Finished Airing,"None found, add some",Cynical Hysterie Hour: Henshin!,Movie
6761,8-Apr-89,8 min.,1,Comedy,11096,8958,G - All Ages,5.88,24,Unknown,Finished Airing,"None found, add some",Cynical Hysterie Hour: Yoru wa Tanoshii,Movie
6762,24-Jun-89,8 min.,1,Comedy,10661,8957,G - All Ages,6.07,28,Unknown,Finished Airing,"None found, add some",Cynical Hysterie Hour: Utakata no Uta,Movie
6768,24-Jul-09,1 hr. 56 min.,1,"Action, Mecha, Military, Super Power",1985,626,R - 17+ (violence & profanity),7.93,9411,Original,Finished Airing,Sunrise,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,OVA
6769,14-Oct-30,2 min.,1,Music,7241,8105,G - All Ages,5.12,638,Original,Finished Airing,"None found, add some",Mura Matsuri (Harvest Festival),Movie
6771,"Oct 15, 1986 to Oct 8, 1987",30 min. per ep.,49,"Adventure, Fantasy, Kids",10074,9021,PG - Children,7.06,48,Unknown,Finished Airing,"None found, add some",Dorimogu Daa!! (Mock &amp; Sweet),TV
6772,29-May-10,51 min.,1,"Action, Fantasy, Mecha, Military, Shounen",1069,914,R - 17+ (violence & profanity),7.77,34159,Manga,Finished Airing,"Production I.G,       Xebec",Break Blade 1: Kakusei no Toki (Broken Blade),Movie
6773,"Oct 8, 2011 to Mar 24, 2012",23 min. per ep.,24,"Action, Supernatural, Drama, Romance, Fantasy",427,1055,PG-13 - Teens 13 or older,7.71,71145,Light novel,Finished Airing,J.C.Staff,Shakugan no Shana III (Final) (Shakugan no Shana: Season III),TV
6774,"Oct 15, 2009 to Dec 24, 2009",23 min. per ep.,11,"Comedy, Drama, Psychological, Seinen",1368,442,R - 17+ (violence & profanity),8.08,13718,Novel,Finished Airing,Toei Animation,Kuuchuu Buranko (Welcome to Irabu&#039;s Office),TV
6777,"Jun, 2002",4 min.,1,Music,8328,7525,G - All Ages,5.63,363,Music,Finished Airing,"None found, add some",Densha Kamo Shirenai (The Evening Traveling),Mu
6779,"Apr 5, 1993 to Mar 29, 1996",10 min. per ep.,170,"Comedy, Fantasy, Kids, Magic",9116,4361,PG - Children,6.76,132,Unknown,Finished Airing,"None found, add some",Pokonyan! (Rocky Rackat!),TV
6783,26-Sep-08,58 min.,1,"Mystery, Drama, Romance",3274,1590,PG-13 - Teens 13 or older,7.49,2918,Visual novel,Finished Airing,Shaft,ef: A Tale of Memories. - Recollections,Special
6787,25-Dec-10,22 min.,1,"Action, Drama, Fantasy, Shoujo, Supernatural",3498,7094,PG-13 - Teens 13 or older,5.89,2788,Original,Finished Airing,Studio Blanc,Goulart Knights: Evoked the Beginning Black,OVA
6791,"Oct 4, 2009 to Oct 11, 2009",25 min. per ep.,2,"Ecchi, Romance, Slice of Life",1911,4561,R+ - Mild Nudity,6.71,14626,Unknown,Finished Airing,Xebec,Kanokon: Manatsu no Dai Shanikusai,OVA
6792,25-Oct-90,12 min. per ep.,3,"Parody, Comedy, Mecha, Sci-Fi",6765,7082,G - All Ages,5.9,417,Unknown,Finished Airing,Sunrise,Mobile Suit SD Gundam Mk V,OVA
6793,30-Sep-09,26 min.,1,"Comedy, Demons, Parody",1114,1112,PG-13 - Teens 13 or older,7.68,32734,Manga,Finished Airing,A-1 Pictures,Kuroshitsuji Special (Black Butler Special),Special
6794,22-Dec-09,23 min.,1,"Action, Super Power, Martial Arts",3857,3529,R - 17+ (violence & profanity),6.98,2772,Manga,Finished Airing,Sunrise,Kurokami: Tora to Tsubasa,Special
6795,11-Oct-08,15 min. per ep.,5,"Sci-Fi, Music, Dementia, Fantasy",3068,2109,R - 17+ (violence & profanity),7.36,5265,Original,Finished Airing,Studio 4°C,Genius Party Beyond,Movie
6796,24-Oct-91,1 hr. 13 min.,1,"Comedy, Sci-Fi",8282,4855,PG-13 - Teens 13 or older,6.64,135,Unknown,Finished Airing,"None found, add some",Kyuukyoku Choujin R (Kyukyoku Chojin R),OVA
6797,1999,10 min.,1,"Comedy, Kids",8789,7562,G - All Ages,5.6,218,Unknown,Finished Airing,"None found, add some",Docchi ni Suru? (Your Choice!),Movie
6798,"Nov 29, 2007 to Feb 14, 2008",2 min. per ep.,12,Kids,8478,6764,G - All Ages,6.06,219,Unknown,Finished Airing,OLM,Saa Ikou! Tamagotchi,TV
6800,"Apr, 1986",23 min.,1,"Action, Mecha, Sci-Fi, Shounen",7655,6900,PG-13 - Teens 13 or older,6,412,Unknown,Finished Airing,Toei Animation,Transformers: Scramble City,OVA
6802,"Jan 5, 2010 to Mar 23, 2010",24 min. per ep.,12,"Military, Sci-Fi, Music, Slice of Life",744,1308,PG-13 - Teens 13 or older,7.6,34440,Original,Finished Airing,A-1 Pictures,So Ra No Wo To (Sound of the Sky),TV
6809,8-Aug-08,40 min.,1,Horror,5079,6720,R - 17+ (violence & profanity),6.08,1216,Original,Finished Airing,"None found, add some",Toshi Densetsu Monogatari Hikiko,OVA
6811,"Oct 4, 2009 to Mar 30, 2010",24 min. per ep.,26,"Action, Adventure, Comedy, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",586,190,PG-13 - Teens 13 or older,8.35,58536,Manga,Finished Airing,Sunrise,InuYasha: Kanketsu-hen (InuYasha: The Final Act),TV
